game_id,Season,result,starplayer_difference,rpi_rating_difference,Log5,adjoe_difference,adjde_difference,EFG-OEEG,TPP-DTPP_difference,SRS_difference,SOS_difference,adjwin_difference,Hostwin_difference,coach_influence_difference,previous_performance_dif
2004-1338-1416,2004,1,0,0.018,0.937068609,11.3067,8.2845,2.233481988,0.0008,16.34,12.36,-0.005555556,0.214285714,1.63479798,-2
2004-1338-1458,2004,1,-1,0.004,0.644173191,1.8183,2.3784,4.572292183,-0.014,-0.76,-1,0.075694444,-0.119047619,-4.580994135,-6
2004-1356-1104,2004,0,0,-0.111,0.420406493,-4.7851,1.9795,-1.062287913,0.0366,-3.59,-7.56,0.256363636,-0.291666667,-3.718037958,-2
2004-1386-1251,2004,1,1,0.061,0.97620492,18.133,9.0212,11.26735119,0.0318,23.15,9.19,0.471590909,0.55,46.75278988,7
2004-1386-1329,2004,0,1,0.009,0.597549376,-0.7435,3.194,2.377080736,0.0149,-0.82,-2.26,0.1225,-0.018181818,-139.3840549,-36
2004-1386-1403,2004,1,0,0.044,0.820116168,7.2782,4.0231,10.6914588,0.01,5.32,-3.24,0.350735294,0.228571429,-148.2529312,6
2004-1390-1427,2004,1,0,0.138,0.973422844,11.418,14.4227,8.855521969,0.0166,24.68,10.45,0.360984848,0.657142857,94.38520327,38
2004-1393-1268,2004,1,0,0.02,0.399477046,0.8487,-3.4328,3.645941478,0.005,-3.9,-4.07,0.102822581,0.2,65.16479054,48
2004-1400-1343,2004,1,0,0.015,0.83389809,5.5849,6.1767,-2.533881898,0.0039,16.98,11.72,-0.011255411,0.5,74.04162647,28
2004-1412-1242,2004,0,0,0.013329491,0.409037397,-5.6152,2.4145,-5.7310477,0.0649,-5.34,-3.81,-0.047537879,-0.238095238,-42.69547392,0
2004-1412-1246,2004,1,0,-0.052,0.204324002,-7.5683,-2.4658,-5.163395059,0.0598,-7.07,-2.92,-0.1875,-0.471428571,-82.05068634,-42
2004-1431-1268,2004,0,0,0.026,0.317427856,-0.3215,-4.8583,3.117761621,0.0066,-5.54,-8.13,0.1,0.1,-87.75928156,-70
2004-1433-1448,2004,0,0,-0.022,0.18021549,-17.4903,4.6915,5.698334624,-0.0294,-11.65,-11.2,0.064516129,-0.8,-43.64237175,-2
2004-1435-1163,2004,0,0,0.027329491,0.28355641,-3.2914,-3.4263,-7.389955043,0.033,-6.94,-0.19,-0.15944056,-0.242424242,-98.04601957,-63
2004-1435-1444,2004,1,-1,0.036,0.55300924,-2.3968,3.5089,1.543151398,-0.0267,3.39,7.69,-0.176148583,-0.166666666,-1.100569343,0
2004-1448-1386,2004,0,-1,-0.029,0.323204771,5.0663,-9.0954,-9.205113295,-0.0225,-1.58,6.06,-0.330241935,0,15.89165571,-5
2004-1449-1412,2004,0,0,-0.015,0.375375613,6.06,-8.9046,-1.791297329,-0.0602,-2.3,0.8,-0.050604839,0.071428571,8.058980405,0
2004-1458-1350,2004,1,1,0.03,0.713337765,9.2279,-1.8199,1.988441501,0.0195,8.89,2.42,0.11875,0.233333333,7.400393074,6
2004-1462-1181,2004,0,0,-0.052,0.206223899,-7.73,-2.638,-3.935997719,-0.0241,-11.83,-5.02,-0.14054054,0.027777778,-140.5473126,-217
2004-1462-1257,2004,1,0,0.012,0.475907001,6.8214,-6.3256,-0.874078515,-0.0157,-4.76,-1.13,0.051531532,0.277777778,-55.55102542,1
2004-1462-1400,2004,1,0,-0.033,0.517063035,-0.5216,0.8945,-0.369917525,0.0004,-4.68,-2.56,-0.038165438,0.277777778,-58.11706959,-27
2005-1104-1454,2005,0,0,0.005,0.732516533,9.7477,-1.4677,4.166620298,-0.0332,6.33,5.37,-0.0875,-0.1,22.21430466,6
2005-1105-1324,2005,0,0,0.134,0.213963481,-15.5358,6.7073,2.318323583,0.0378,-9.3,-13.72,0.15625,-0.3,11.68183372,0
2005-1112-1228,2005,0,0,-0.016,0.144774189,-6.1986,-6.8755,-4.793661009,-0.0246,-6.1,-0.44,-0.144975745,-0.228571429,140.8874836,119
2005-1112-1329,2005,1,1,-0.011,0.395542294,-4.6578,0.9131,-1.640388679,-0.0004,-3.4,-1.65,0.021457821,-0.05,7.620042005,60
2005-1112-1412,2005,1,1,0.048,0.746452586,5.9512,2.3232,4.03287081,-0.0587,7.58,3.25,0.130548731,0.128571429,179.4514021,119
2005-1130-1335,2005,1,0,0.047,0.694305998,11.1967,-4.322,-1.001425398,-0.0066,9.67,8.39,0.111264367,0.5,-1.175026855,-4
2005-1130-1454,2005,0,0,0.045,0.654689647,5.8853,-0.7545,-2.220253742,-0.0214,3.97,4.97,-0.026666667,0,27.70822407,2
2005-1150-1301,2005,0,0,0.016,0.300641272,-2.9238,-3.4257,-4.238466725,0.0278,-6.53,-5.19,0.123940886,-0.047619047,7.997885116,1
2005-1163-1301,2005,0,0,0.048,0.637739792,-3.4291,6.6481,2.614006356,-0.0524,2.66,-1.54,0.131059908,-0.214285714,101.6010622,81
2005-1163-1416,2005,1,0,-0.027,0.958913453,6.9102,15.8668,1.808460259,-0.013,23.73,15.4,-0.006256109,-0.3,102.1535376,81
2005-1166-1452,2005,0,0,-0.085,0.498538086,0.7264,-0.6814,1.288484414,-0.011,-1.62,-3.78,-0.004201681,0.133333333,21.00112407,5
2005-1175-1181,2005,0,-1,-0.1,0.018287348,-12.7343,-16.6293,-14.07626868,0.0239,-29.69,-16.93,-0.206060606,-0.222222222,-183.6306911,-240
2005-1184-1246,2005,0,0,-0.127,0.062013428,-8.9322,-10.4948,-1.337535029,-0.0769,-21.84,-13.28,-0.098481973,-0.111111111,-90.4690986,-43
2005-1196-1437,2005,0,0,0.005,0.504307458,0.3011,-0.1288,4.165468652,-0.0351,1.12,-1.31,0.0125,0.208333333,26.47905178,30
2005-1210-1203,2005,1,0,0.018,0.664764911,-1.4546,5.7931,2.663783223,-0.0143,7.35,3.24,0.025,-0.1,20.12034015,22
2005-1210-1257,2005,0,0,-0.023,0.441987209,-6.5289,3.8852,-4.435367781,-0.0125,-5.36,3.6,-0.273355263,-0.3,-75.64792821,20
2005-1211-1457,2005,1,0,0.039,0.806991238,16.8951,-5.0554,2.432337619,-0.0285,12.82,11.02,0.011339198,0.25,11.71127321,9
2005-1228-1192,2005,1,1,0.087,0.990616855,19.323,15.3481,9.060172407,0.0298,28.23,15.38,0.342191142,0.595238096,32.49424906,2
2005-1228-1257,2005,1,1,0.023,0.825136236,6.8177,4.8375,-1.391853013,0.0122,1.53,2.29,0.075843455,0.128571429,-52.33201218,3
2005-1228-1314,2005,0,1,0.005,0.621583608,0.8523,2.5657,-0.730014342,0.0297,-4.32,-2.19,0.063894664,0.095238096,-83.74870503,4
2005-1228-1454,2005,1,1,0.066,0.936947464,14.0267,6.4223,4.451005984,0.0184,13.69,7.03,0.117948718,0.428571429,28.75508205,4
2005-1234-1153,2005,0,-1,-0.023,0.46966196,0.6674,-1.3922,-2.253925477,0.0141,-2.67,2.6,-0.133333333,0.125,-87.33458594,-44
2005-1242-1137,2005,0,0,0.042,0.870974386,14.962,-0.2666,2.947508481,-0.0255,18.56,13.04,0.033939394,-0.1,54.46426082,5
2005-1246-1153,2005,1,-1,0.031,0.643790435,0.1253,3.7914,-0.992476405,0.0655,1.52,1.36,0.073262032,0.277777778,-12.98003165,-2
2005-1246-1277,2005,0,0,0.026,0.428816394,-8.3512,4.8337,-0.308315605,0.046,-1.31,0.69,0.042959002,0.027777778,24.34183779,-32
2005-1257-1452,2005,1,0,0.028,0.718913116,0.9993,5.6419,7.971019091,0.0063,10.81,-1.44,0.184962406,0.1,78.34245722,2
2005-1277-1181,2005,1,-1,-0.036,0.424408432,3.0582,-4.4348,-4.137447272,-0.003,-2.54,-2.63,-0.024242425,-0.138888889,-112.3582617,-165
2005-1277-1314,2005,0,0,-0.036,0.348363509,-0.9885,-3.4066,-3.891630507,0.0017,-7.95,-3.25,-0.114660115,-0.083333333,-66.23849679,74
2005-1278-1235,2005,0,0,0.002,0.563698158,-0.1592,1.7829,3.180335729,-0.0176,0.69,-1.44,0.04516129,-0.166666667,2.94796684,0
2005-1280-1181,2005,0,-1,-0.042,0.147438617,-9.5146,-3.6858,-7.028426305,-0.0314,-10.46,-3.99,-0.122459893,-0.252525253,-155.3878439,-237
2005-1285-1449,2005,0,0,-0.119,0.044696501,-19.8378,-3.6887,-0.708165581,-0.0567,-23.4,-11.15,-0.248110599,-0.222222222,-33.23155396,-1
2005-1301-1458,2005,0,-1,-0.042,0.454061741,5.2788,-5.6891,0.834407155,0.0233,-0.6,-0.45,-0.110756302,0,-5.622044516,-4
2005-1305-1228,2005,0,-1,-0.05,0.058816217,-17.9626,-3.3932,-4.864065305,-0.0542,-14.85,-5.45,-0.149198718,-0.428571429,-33.08729066,-5
2005-1310-1328,2005,0,0,-0.024,0.097340347,0.05,-16.2616,-7.704838237,-0.0195,-16.84,-11.92,-0.095757576,0.111111111,-75.7135434,-37
2005-1314-1235,2005,1,0,0.068,0.893676798,18.0899,-1.0135,10.31530142,-0.0204,17.05,2.26,0.299215344,0.333333333,125.8511546,1
2005-1314-1324,2005,1,0,0.146,0.980935016,13.0051,16.6688,13.952022,-0.003,31.08,9.8,0.466554054,0.033333333,150.361723,1
2005-1314-1437,2005,1,0,0.041,0.700051364,4.8645,1.7802,4.745895899,-0.0308,9.36,2.23,0.160304054,0.208333333,107.4066701,1
2005-1320-1458,2005,0,-1,-0.042,0.265763462,0.7579,-7.5892,1.59832982,0.011,-6.62,-4.3,-0.063970588,-0.214285714,-22.08459448,-6
2005-1325-1196,2005,0,0,-0.076,0.118199498,-6.1541,-8.6998,-7.75887547,0.0253,-14.82,-5.32,-0.10625,-0.033333333,-51.94891409,-30
2005-1329-1368,2005,1,-1,0.146,0.918819953,22.0457,-2.9334,4.433319092,-0.0453,22.26,14.9,0.054545455,0.15,177.7923989,64
2005-1330-1277,2005,0,0,-0.022,0.145597382,-15.4741,1.2,-2.613447925,0.0519,-14.5,-10,0.066488414,0,-35.07655588,-75
2005-1334-1338,2005,1,0,0.053,0.35173619,-1.9944,-2.5556,2.373955946,-0.054,-5.58,-4.57,0.236040045,0.166666667,9.533415168,-3
2005-1334-1449,2005,0,0,-0.044,0.302222595,-6.47,-0.3942,4.746258714,-0.0541,-10.82,-6.5,0.100276498,-0.388888889,-4.64791558,1
2005-1356-1329,2005,0,0,-0.034,0.294512907,-11.7036,3.8652,-3.511064654,0.0293,-9.87,-4.56,-0.020086581,-0.083333333,-167.4456413,-64
2005-1356-1388,2005,1,0,0.08,0.70362406,1.3024,4.7325,-0.792718618,0.0562,4.85,2.72,0.031428571,0.466666667,9.282734664,0
2005-1390-1280,2005,0,0,-0.01,0.44919796,-1.1199,-0.3782,-3.694333487,0.0113,-3.45,2.08,-0.092789374,-0.303030303,-10.16505428,-3
2005-1393-1436,2005,0,1,-0.075,0.758557607,3.7191,4.8083,2.799799575,0.0072,8.15,8.78,-0.027205882,0.047619047,148.1427821,121
2005-1400-1305,2005,0,0,-0.063,0.601398165,8.6187,-4.839,2.885181403,-0.002,6.24,4.54,-0.188104839,-0.1,70.94145398,34
2005-1403-1211,2005,1,0,-0.025,0.372579631,-10.1258,5.1107,-4.289440232,0.0271,2.94,4.74,-0.168914956,-0.25,140.9888654,-11
2005-1412-1261,2005,1,0,-0.002,0.398921763,-5.3133,1.8241,-1.005306486,0.0662,-1.18,-2.99,0.042424242,0.171428571,-7.922774159,-1
2005-1417-1403,2005,0,0,-0.005,0.408426012,-1.757,-0.9785,-0.51200464,-0.0263,-7.08,-2.02,-0.038871473,-0.5,-163.8912355,-2
2005-1418-1257,2005,0,0,-0.037,0.19457458,-7.1753,-3.5007,-11.05960154,0.0041,-16.86,-4.27,-0.23565365,0,-97.41930284,-2
2005-1428-1246,2005,0,1,-0.03,0.437301375,2.5282,-3.737,1.991425027,-0.093,-5.15,-3.56,-0.005210084,-0.111111111,-61.46386021,-43
2005-1428-1328,2005,1,1,-0.009,0.463927228,-1.1219,-0.0448,0.800541182,-0.0632,-5.95,-4.3,0.068051948,0.111111111,-49.62100458,-37
2005-1429-1112,2005,0,-1,-0.167,0.497909858,0.3845,-0.3791,8.786591822,-0.0277,-5.25,-9.5,-0.072972973,-0.033333333,-148.4615985,-121
2005-1431-1428,2005,0,-1,-0.001,0.213757159,-1.2601,-8.0216,-5.477331742,0.0643,-4.4,-3.63,-0.057142857,0,-14.00488825,0
2005-1436-1277,2005,0,0,0.069,0.170447409,-7.0222,-5.1097,-1.639143996,-0.0052,-12.67,-9.36,0.023106061,-0.083333333,-47.03140986,-73
2005-1437-1307,2005,1,-1,-0.006,0.720873278,2.432,4.446,-4.292564161,0.0377,7.97,6.92,-0.015340909,-0.125,9.416131134,0
2005-1448-1151,2005,1,0,0.04,0.957104539,26.8663,-1.8982,6.27059975,0.0375,21.61,13.86,0.163245357,0.6,65.88003093,7
2005-1449-1257,2005,0,0,0.022,0.482249029,5.034,-4.6415,-6.470525485,-0.0114,-2.8,1.48,-0.064962406,0.088888889,-70.18774888,-1
2005-1452-1403,2005,1,0,-0.004,0.511733438,4.5831,-3.7137,0.392243632,0.0028,-4.48,-1.49,0.038961039,0.2,-168.5729227,-2
2005-1452-1448,2005,1,0,-0.041,0.218304559,-12.3597,1.2507,-3.181542785,0.0082,-8.48,-2.65,-0.112554113,0.1,-46.80318531,-7
2005-1458-1137,2005,1,1,0.042,0.834490839,9.4987,2.3158,-2.392744643,-0.0213,14.64,11.8,0.003743315,0.114285714,27.03506064,7
2005-1458-1314,2005,0,1,-0.027,0.217326045,-10.4745,-0.0305,-5.869223375,-0.0172,-11.66,-1.05,-0.177583466,-0.119047619,-103.3265598,6
2006-1102-1228,2006,0,0,-0.011,0.222599716,-3.5144,-5.5188,2.237081814,0.0568,-7,-3.8,-0.017595308,-0.25,-29.89560203,-26
2006-1104-1266,2006,1,0,-0.127,0.326691624,-1.4102,-3.8175,-3.370606327,-0.0157,-0.54,-0.08,-0.064516129,-0.266666667,17.63535103,-14
2006-1104-1417,2006,0,0,-0.071,0.168718842,-3.2318,-8.1443,-5.697934108,-0.0134,-6.55,-0.19,-0.280066171,-0.5,-6.374896765,7
2006-1112-1437,2006,0,0,-0.015,0.216510358,-8.1003,-1.8732,-4.660394076,0.0164,-4.39,0.86,-0.278787878,-0.25,146.2136276,124
2006-1112-1458,2006,1,0,-0.008,0.489042675,-1.135,0.693,-3.694061708,0.0686,1.98,2.85,0.022091887,-0.1,154.8358724,117
2006-1116-1137,2006,0,0,0.011,0.640590997,6.2443,-1.5322,-4.888757857,0.0005,7.72,8.46,-0.2125,-0.166666667,-7.498607659,-1
2006-1125-1417,2006,0,0,-0.026,0.0542118,-5.2359,-15.606,-0.207034416,-0.0184,-20.87,-14.99,-0.163937138,-0.083333333,-44.78559125,-1
2006-1130-1285,2006,1,0,-0.036,0.768650007,8.1697,1.4316,0.529585606,-0.0214,8.93,7.06,0.008064516,-0.125,32.24023368,3
2006-1130-1437,2006,0,0,-0.041,0.276989822,1.4034,-7.8048,4.071302902,-0.0496,-5.72,-3.13,-0.086363636,-0.125,12.47105664,-1
2006-1133-1272,2006,0,0,0.017,0.328789923,-4.6554,-0.7153,-5.273034628,-0.0187,-7.03,1.14,-0.225061425,0,-71.96142178,-2
2006-1137-1272,2006,0,0,0.006,0.250837817,-5.0912,-2.8366,-0.74823826,-0.0123,-11.52,-6.53,-0.018243243,0,-52.17168373,-1
2006-1163-1107,2006,1,0,-0.01,0.953472612,11.6187,10.8602,6.104622284,-0.0197,21.66,10.82,0.191544118,0,144.0394935,85
2006-1163-1206,2006,0,0,-0.031,0.768493072,9.7615,-0.1307,-0.472148399,-0.0296,9.11,3.8,0.086722689,-0.027777778,114.8311055,83
2006-1163-1449,2006,1,0,-0.027,0.753197316,3.1002,5.0133,5.034799242,-0.0468,3.14,0.61,0.114081997,0.15,105.2009529,79
2006-1172-1326,2006,0,0,0.002,0.085476283,-3.8367,-13.3751,-4.264853246,-0.0437,-14.19,-8.94,-0.175806452,0.083333333,-32.32556351,2
2006-1181-1261,2006,0,1,0.012,0.691292416,8.7767,-1.7132,4.91990058,0.007,4.23,0,0.144444445,0.242424242,161.9162561,238
2006-1196-1207,2006,1,0,0.021,0.626502811,-1.0793,4.3983,6.655744342,-0.0135,15.16,-0.16,0.334871795,0.5,37.86154595,31
2006-1196-1375,2006,1,0,0.075,0.838764812,5.8948,6.2341,8.74096129,-0.0306,15.33,7.67,0.040033085,0.25,54.05214514,31
2006-1196-1417,2006,1,0,0.04,0.512954564,1.5483,-0.9129,4.548118094,-0.0051,2.87,-2.78,0.005128205,0.166666667,17.60325115,30
2006-1203-1181,2006,0,-1,0.004,0.18825409,-11.3762,-0.463,-5.70178294,0.0095,-7.79,-1.85,-0.182828283,-0.194805195,-165.750787,-244
2006-1206-1196,2006,0,0,-0.007,0.297837889,-7.4418,0.5401,-2.611896427,0.011,-8.1,-2.72,-0.046300366,-0.222222222,-36.23279971,-29
2006-1206-1277,2006,1,0,0.035,0.507309848,-7.6509,6.7889,6.043160439,0.0147,-0.13,-4.5,0.148571429,0.111111111,-44.57074475,-94
2006-1206-1314,2006,1,0,0.039,0.320073093,-8.807,2.3456,2.030658623,0.0312,-6.37,-5,0.045345623,0.277777778,-110.8983447,-20
2006-1206-1455,2006,1,0,0.041,0.555135557,-3.7335,4.7341,5.711403813,0.0311,0.66,-1.95,0.04,0.277777778,17.04140763,2
2006-1231-1211,2006,0,-1,0.021,0.572178959,-9.9166,10.7416,2.444476957,-0.015,-0.22,2.34,-0.243597263,0,-38.01528216,9
2006-1233-1261,2006,0,0,-0.016,0.230945802,-1.8554,-6.6447,0.22605045,-0.0184,-10.68,-9.55,0.056630824,0.047619047,-8.923823784,-5
2006-1242-1133,2006,0,0,-0.033,0.732294372,3.8822,3.201,6.3062072,0.0169,8.24,2.22,0.090909091,-0.111111111,62.92039458,6
2006-1246-1163,2006,0,0,0.006,0.21299121,-3.4722,-6.0307,-5.821244621,0.0241,-8.1,2.31,-0.235294118,-0.113636364,-54.815235,-37
2006-1246-1412,2006,1,0,-0.014,0.609292595,4.8482,-1.1651,-0.291636163,-0.0579,3.48,7.31,-0.129032258,-0.113636364,60.35652968,42
2006-1261-1401,2006,1,0,-0.021,0.615741152,6.2027,-2.1709,0.100858813,-0.015,4.35,4,0.078853046,0.166666667,9.946067859,7
2006-1284-1214,2006,1,0,0.036,0.739592479,3.5783,3.6343,3.438149,-0.0054,7.18,8.51,0.077205882,-0.4,14.25008226,2
2006-1293-1314,2006,0,0,-0.054,0.139107506,-12.5113,-1.5351,-0.847703606,0.047,-14.32,-12.84,0.032258065,0,-115.4353217,-21
2006-1301-1143,2006,1,0,0.028,0.56784321,2.4894,-0.292,8.187432556,-0.0072,0.39,-3.21,0.012096774,0.3,-13.38919026,0
2006-1305-1285,2006,0,1,-0.035,0.761301898,-0.7827,8.8099,-0.005064039,-0.0243,5.3,3.22,0.033822092,-0.75,7.072403736,0
2006-1320-1207,2006,0,1,-0.076,0.376388703,-8.2046,3.5725,0.598346225,-0.0277,6.5,-0.52,0.206666667,0.166666667,-6.554895243,2
2006-1322-1234,2006,1,0,0.04,0.162927969,2.8843,-13.4377,-1.602947125,0.0334,-10.17,-8.18,0.082352942,-0.166666667,-16.4656257,-1
2006-1322-1452,2006,0,-1,-0.011,0.20358298,-9.4272,-1.2673,1.15670906,-0.0307,-10.5,-9.92,0.122994653,0.055555556,-15.68092471,-4
2006-1326-1207,2006,0,0,-0.039,0.603954737,-2.1509,4.6375,1.659368402,0.0086,11.03,0.25,0.29,0.166666667,22.07028956,0
2006-1331-1272,2006,0,0,0.016,0.099770353,-4.8718,-10.7006,-6.203783621,-0.0463,-15.58,-6.59,-0.231122031,0.047619047,-70.34773783,-2
2006-1334-1130,2006,0,0,-0.156,0.27069737,-9.6231,1.424,1.31747656,-0.0035,-6.86,-7.67,-0.0125,0.175,-24.24828376,-1
2006-1338-1133,2006,0,0,0.011,0.660584024,5.5752,-0.3476,1.855505889,-0.0099,4.59,1.63,0.072727273,0,27.34549579,6
2006-1338-1245,2006,1,0,0.004,0.802437666,4.2023,5.8076,4.995730758,-0.0188,10.1,7.01,-0.020855615,-0.047619047,16.20537451,6
2006-1356-1452,2006,0,-1,-0.082,0.409543813,-13.19,8.9007,-0.941247307,-0.0146,-5.58,-3.92,0.024242424,0.222222223,-14.53574528,-4
2006-1361-1231,2006,0,0,-0.054,0.387844414,3.7972,-6.4878,-2.285775636,0.0209,-2.29,-3.71,0.11026393,0,50.35389322,-22
2006-1380-1181,2006,0,-1,-0.01,0.025149037,-24.2339,-3.4467,-5.714005564,-0.0325,-27.74,-15.46,-0.261805556,-0.309090909,-167.472925,-245
2006-1400-1261,2006,0,1,0.018,0.618647147,6.6495,-2.2026,3.736115005,-0.0026,4.35,-1.78,0.051051051,0.033333333,74.06608059,28
2006-1400-1301,2006,1,1,-0.011,0.761787222,6.0094,2.9697,-0.620683903,0.0169,9.19,1.36,0.137162162,0.2,65.45115527,27
2006-1400-1335,2006,1,1,0.073,0.90153575,18.0411,-0.7418,5.045573702,-0.0207,15.88,9.3,0.100093196,0.7,46.32929523,27
2006-1400-1452,2006,1,0,-0.011,0.680498124,1.8629,3.6909,5.977587133,-0.0284,7.38,-1.55,0.143980344,0.255555556,73.79905847,30
2006-1401-1393,2006,1,0,0.008,0.601126659,-4.3603,6.5693,0.44414938,0.0167,1.51,-3.39,0.037972351,-0.25,-147.7896953,-124
2006-1417-1211,2006,1,-1,-0.007,0.772245537,-3.9397,11.8659,4.362672648,0.0009,5.02,3.25,-0.034498834,0.166666666,-15.56921779,-13
2006-1417-1261,2006,1,0,-0.01,0.592026478,1.8108,0.966,2.920750748,-0.0163,-0.2,-0.5,0.078632479,0.166666666,16.01794047,-6
2006-1417-1272,2006,1,0,-0.004,0.523600648,2.7023,-1.5869,-1.199780522,-0.0303,-1.47,4.03,-0.053499653,0.166666666,-27.07376736,-1
2006-1423-1203,2006,0,0,-0.091,0.515412825,-3.3646,3.3458,1.030030177,-0.0084,-5.08,-6.35,0.06060606,0.119047619,-6.632080827,0
2006-1429-1449,2006,0,0,-0.004,0.294564007,-0.3534,-5.9497,4.07821991,-0.0466,-10.32,-4.17,-0.046212121,0.066666667,10.72737483,-2
2006-1437-1196,2006,0,0,-0.009,0.548366757,2.002,-0.3197,-10.13918932,0.0368,-0.7,3.74,0.041491841,-0.25,-23.53512842,-26
2006-1437-1284,2006,1,0,-0.02,0.966544725,20.5565,4.4197,-3.152287661,0.0387,22.5,13.28,0.271657754,0.35,32.3775783,3
2006-1449-1228,2006,1,0,0.001,0.315100432,-0.2365,-5.0627,-2.912367835,0.0191,0.88,-0.33,-0.006060606,-0.15,-14.12038149,-20
2006-1454-1196,2006,0,0,-0.031,0.177327932,-7.5998,-3.8872,-11.83652089,0.0016,-12.56,-4.02,-0.11745244,-0.5,-52.11636293,-31
2006-1454-1328,2006,1,0,0.06,0.419149576,-6.011,3.0764,-0.85889711,0.0006,-4.24,-5.32,0.042936596,0.5,-72.40440253,-38
2006-1455-1371,2006,1,0,-0.004,0.633806977,4.6167,-0.3212,5.615882828,-0.0198,4.67,-1.39,0.161904762,0.5,2.847459362,-1
2006-1455-1397,2006,1,0,0.006,0.380488963,-5.2341,1.0987,3.02403738,-0.073,-3.28,-3.04,0.015238096,0.1,-21.76429027,0
2006-1457-1397,2006,0,0,-0.003,0.21365551,-13.36,2.8114,4.100657225,-0.0121,-8.45,-12.69,-0.003010752,0.1,11.10429187,5
2006-1462-1211,2006,0,-1,-0.026,0.42795969,-8.0833,5.142,4.553289454,-0.0041,-2.21,-3.03,-0.230492424,-0.333333334,-55.69863584,-14
2007-1130-1207,2007,0,-1,-0.087,0.148630421,-4.5605,-8.3388,-8.706565101,0.0079,0.29,0.83,0.078787879,0,11.97541494,4
2007-1139-1268,2007,1,0,0.005,0.409482283,5.358,-6.9275,-2.325286296,0.0396,-4.72,-3.65,0.101633987,0.375,-85.39399206,-66
2007-1139-1330,2007,1,0,0.101,0.653545,7.9993,-2.5163,4.094367881,-0.0015,6.51,3.5,0.087373737,0.541666667,-11.8711,4
2007-1140-1462,2007,0,0,-0.035,0.433899287,-0.3215,-1.618,-0.611771979,-0.0144,-2.8,0.56,0,-0.071428571,-3.787101662,-1
2007-1181-1433,2007,0,0,-0.072,0.730554151,-3.8099,10.0973,5.525721116,-0.0454,9.35,10.29,-0.171082251,0,165.0906036,250
2007-1184-1314,2007,0,0,-0.021,0.016594231,-17.8588,-12.53,-5.068893176,0.0055,-30.6,-14.58,-0.150239235,-0.133333333,-145.3947266,-23
2007-1196-1139,2007,1,1,-0.001,0.736490167,3.0441,4.5473,7.82550563,-0.039,9.48,3.4,0.037777778,0.048076923,54.38841678,47
2007-1196-1238,2007,1,1,0.046,0.98957406,19.1857,15.0804,18.19799522,-0.0293,36.1,17.28,0.21,0.208791209,58.64025581,52
2007-1196-1332,2007,1,1,-0.004,0.733063698,2.5841,4.8117,10.21763924,-0.025,7.87,1.04,0.08027027,0.048076923,37.17013167,45
2007-1203-1435,2007,0,0,-0.077,0.379801871,-9.3873,5.0443,0.420540074,0.0267,6.86,1.69,0.189666137,0.375,-2.811787483,-3
2007-1207-1125,2007,1,1,0.017,0.944610814,14.1801,7.372,2.17966064,0.0122,13.86,13.09,-0.2,-0.166666667,26.9724437,4
2007-1207-1314,2007,1,1,-0.002,0.440340911,0.5104,-1.9723,5.578457549,-0.0351,-12.94,-0.92,-0.26539075,-0.3,-109.6589156,-18
2007-1207-1326,2007,0,1,-0.021,0.455319115,2.0638,-2.7726,5.874312728,-0.0544,-8.07,-0.65,-0.332867133,-0.4,-20.08910351,4
2007-1211-1231,2007,0,0,-0.02,0.353285161,-0.6928,-3.6545,1.855291284,-0.006,-4.63,-4.58,0.059926471,0.055555556,-38.1787466,19
2007-1221-1356,2007,0,0,-0.043,0.211027768,-5.4902,-3.8428,-2.870191122,0.0554,-10.27,-10.59,-0.077124183,-0.333333334,15.56525587,1
2007-1231-1417,2007,0,0,0.005,0.378942904,0.7676,-3.9736,-0.276559997,-0.0268,-4.12,-1.49,-0.196527778,-0.3,36.45909283,-22
2007-1242-1246,2007,1,1,0.003,0.730407968,-0.9631,7.3052,4.664153068,0.0489,5.5,-4.55,0.238080495,0.4,-18.42062502,-42
2007-1242-1310,2007,1,1,0.001,0.977752256,6.7682,20.4352,15.01721729,0.0288,26.03,11.56,0.169172932,0.185714286,65.9184327,6
2007-1242-1356,2007,1,0,0.024,0.732559903,5.5479,1.9317,7.358772681,0.0366,9.03,-0.67,0.0374269,0.233333333,45.70596886,5
2007-1257-1401,2007,0,0,-0.03,0.325254696,-5.7319,-0.2028,-8.567866682,-0.003,-5.19,2.56,-0.082352941,-0.066666667,72.5847542,22
2007-1266-1277,2007,0,0,-0.037,0.442184832,1.8071,-3.0868,-5.566593673,0.0379,-2.16,-1.5,0.081344538,0,-46.05427119,-74
2007-1268-1172,2007,1,-1,0.021,0.736596055,-0.314,7.2125,6.479318654,-0.0118,10.75,9.85,-0.164705883,-0.357142857,72.63470814,68
2007-1272-1305,2007,1,0,-0.002,0.754113933,-3.5341,10.65,-1.25989875,0.0598,9.14,2.82,0.014308426,0.047619047,43.6034936,5
2007-1272-1317,2007,1,1,0.097,0.961173089,11.6314,11.7028,5.583573946,0.0526,22.83,10.5,0.196661367,-0.035714286,75.46272106,7
2007-1272-1326,2007,0,1,-0.011,0.363002776,-3.8775,-0.5954,0.926127016,0.0231,-1.82,-5.12,0.001940402,-0.185714286,21.03414509,6
2007-1277-1314,2007,0,0,0.003,0.216279348,-9.2293,-1.0231,0.426988572,-0.0263,-10.11,-0.85,-0.202706767,-0.3,-69.92516411,74
